name,sector,size,density,slots,daily_respect,coordinate_x,coordinate_y,alliance,faction,fname,members,rank
VYD,7,4,1,28,26,6209.9,1597.39,NA,10856,REK II,94,Gold
VYE,4,1,2,5,53,1367.33,1795.78,NA,33097,Occultus,88,Platinum
VYF,5,3,2,20,68,2804.25,631.67,NA,0,,,
VYG,4,4,2,27,92,4677.5,2643.77,NA,8151,Chromatic,96,Diamond
VZB,5,2,2,7,56,975.33,2424.17,NA,16057,Glory to Heroes,65,Platinum
VZC,6,2,2,9,47,2694.67,492.33,NA,43785,IA Bunker,18,Bronze
VZD,2,3,1,23,51,4248.06,1722.43,NA,0,,,
VZE,1,5,2,29,150,3537.58,2158.13,Crypto,9055,Natural Selection IV,96,Diamond
VZF,7,3,1,16,23,5747.22,241.15,NA,13343,The Defiant,33,Platinum
VZG,6,4,2,29,66,5728.83,2766.58,NA,0,,,
WAB,4,1,2,5,53,1211.74,2476.54,NA,0,,,
WAC,5,3,2,19,68,3903.33,594.67,Crypto,15655,Ravage,97,Platinum
WAD,5,3,2,15,68,1188.95,1678.96,Westworld,7969,WIT-Premier,94,Diamond
WAE,2,3,2,13,101,4091.92,1719.67,NA,0,,,
WAF,7,4,1,29,26,6042.1,839.45,NA,46708,The Revenant,95,Gold
WAG,7,5,2,30,60,6132.42,2809.33,NA,0,,,
WBA,5,3,1,13,34,1313,665.34,NA,0,,,
WBB,7,4,1,28,26,112.25,1250.33,NA,0,,,
WBC,5,3,1,17,34,3398.67,686,NA,0,,,
WBD,1,3,2,23,113,2412.67,1683.33,NS,8085,Nuclear Blast,90,Platinum
WBE,4,4,2,26,92,4988.72,1386.39,NA,0,,,
WBF,7,4,1,25,26,337.95,1392.13,JFK,0,,,
WBG,3,4,1,26,53,4319.21,2861.92,NA,6974,Onion Smugglers,98,Platinum
WCA,4,3,2,11,79,1214,800,NA,13180,-Borealis-,17,Bronze
WCB,7,3,1,12,23,16.38,1630.17,NA,8677,Mana,35,Platinum
WCC,5,2,2,9,56,2211,732,NA,0,,,
WCD,2,3,2,17,101,4053.67,1743.54,NA,0,,,
WCE,4,5,2,29,105,1232.95,1406.53,Crypto,30009,White Rabbits,97,Platinum
WCF,5,2,2,8,56,1030.33,2718.48,NA,0,,,
WCG,5,4,2,25,79,1794.67,691.67,NA,21665,Monarch Army of Light,97,Diamond
WDA,6,2,1,11,23,431.34,1177.33,Westworld,0,,,
WDC,5,3,2,18,68,5389,786.33,NA,40624,Toxic Reign,78,Platinum
WDD,3,2,2,7,75,4655.99,1762.67,NA,0,,,
WDE,6,2,2,7,47,5544,1235.67,NA,41768,Aces Elite,92,Platinum
WDF,2,4,1,24,59,3882.33,2074.58,NA,0,,,
WDG,5,3,2,14,68,1139.42,934.5,NA,23188,Reign of Confusion,95,Unranked
WEA,5,2,2,10,56,1142.95,2004.97,NA,0,,,
WEB,6,4,1,25,33,645.83,1561.75,JFK,0,,,
WEC,4,2,2,8,66,3056.67,824,NA,9674,Smells like Sex,56,Platinum
WED,3,3,2,23,90,1756.25,1836.04,NA,44762,Monarch Retardation,48,Platinum
WEE,5,3,2,20,68,969.46,1578.06,Westworld,0,,,
WEF,1,4,3,27,197,2899.03,1682.35,NA,16282,Nuclear Winter,99,Diamond
WFA,6,2,2,10,47,691.57,2230.33,NA,8954,Nuclear Armageddon,95,Diamond
WFB,4,2,1,10,33,1406.91,2173.83,NA,0,,,
WFC,6,3,2,23,56,5595.67,887.05,NA,0,,,
WFD,1,3,2,16,113,3349.67,1890.67,Crypto,11581,Natural Selection III,94,Diamond
WFE,1,2,2,8,94,2571.33,2018,NA,0,,,
WFF,1,4,3,28,197,3350.08,2288.48,NS,0,,,
WFG,7,3,1,21,23,3979.59,172.61,NA,0,,,
WGA,4,2,2,8,66,1321,2436,NA,0,,,
WGB,3,2,2,9,75,1934.58,2763.33,NA,36891,FLATLINE,88,Platinum
WGC,6,3,2,12,56,5524.67,930,NA,0,,,
WGD,3,4,2,28,105,1855.67,1970.68,NA,0,,,
WGE,2,3,2,20,101,2150.24,1330.08,NA,19,39th Street Killers,91,Diamond
WGF,7,3,1,13,23,301.67,803.33,NA,0,,,
WGG,7,4,1,25,26,4132.63,241.5,NA,0,,,
WHA,6,3,2,18,56,452.33,2712.67,Westworld,0,,,
WHB,3,4,2,25,105,1649.01,2379.37,Westworld,20465,SMTH - Phoenix Nirvana,100,Diamond
WHC,4,3,2,11,79,4871.33,954.67,NA,15929,The Inquisition,81,Platinum
WHD,2,3,2,20,101,2093.67,2003,NA,0,,,
WHE,3,3,2,12,90,1677.67,1129.33,NA,26885,NPO - Valour,96,Bronze
WHF,6,3,2,20,56,500,783.67,NA,40774,Pennywise Clown Posse,91,Gold
WIA,3,3,2,17,90,1771.67,2926.67,NA,26437,The Prowl,76,Platinum
WIB,3,2,2,10,75,1886.38,2208.66,NA,0,,,
WIC,7,4,1,29,26,5957.56,1029.08,NA,40420,Too Sober for this Shit,99,Platinum
WID,2,3,2,16,101,4250.67,2067.64,Crypto,230,PT-Family,91,Diamond
WIE,3,3,2,18,90,1732.5,1970.12,NA,0,,,
WIF,5,4,3,27,118,805.16,985.47,NA,8500,Extinction,100,Platinum
WJA,7,3,2,16,45,172.25,2959,NA,20501,Unity,88,Bronze
WJB,5,3,2,11,68,2025.67,755.67,NA,8076,Order Through Chaos,93,Diamond
WJC,4,2,2,10,66,1588.67,1040.67,Westworld,0,,,
WJD,3,3,2,13,90,4334,2135.94,Crypto,8537,NNGO,95,Platinum
WJE,3,3,2,19,90,3472.33,1294.09,NA,0,,,
WJF,3,3,2,14,90,3715.83,1108.11,Crypto,0,,,
WKA,7,3,1,15,23,58.68,2261.77,NA,0,,,
WKB,5,3,2,18,68,1126.42,2162.17,NA,8468,Bloodbath and Beyond,93,Diamond
WKC,3,1,2,5,60,1661.33,1072.67,NA,0,,,
WKD,4,3,1,17,39,4740,2249.66,NA,0,,,
WKE,2,3,1,12,51,3999.83,1439.83,NA,7049,39th Street Healers,96,Platinum
WKF,7,3,3,14,68,77.69,2949.5,NA,0,,,
WLA,7,4,1,27,26,116.99,2651.69,NA,0,,,
WLB,6,2,2,10,47,648.66,2960.58,NA,0,,,
WLC,7,4,2,27,53,5903.95,1143.81,NA,40420,Too Sober for this Shit,99,Platinum
WLD,3,4,2,27,105,4631.3,2083.46,NA,0,,,
WLE,6,4,2,28,66,2861.25,515.92,NA,35776,IA Black,50,Platinum
WLF,6,3,3,18,84,531.2,3001.5,Westworld,36134,SMTH - Silver Hand,93,Platinum
WMA,7,2,1,11,19,380,1822.5,NA,37786,Halos Momentum,71,Platinum
WMB,7,2,2,8,38,179.79,3088.2,NA,0,,,
WMC,6,2,2,10,47,5608,1169.67,NA,36274,Violent Resolution II,99,Platinum
WMD,5,1,2,5,45,5256.67,2367,NA,37450,Wargasm-DNA,53,Silver
WME,2,2,1,10,42,2325.33,1552.67,NA,0,,,
WMF,4,3,3,13,118,1416.66,2825.32,NA,16335,SMTH - November Chopin,97,Diamond
WNB,7,4,1,29,26,244.17,2120.75,NA,17055,Natural Born Killers,34,Platinum
WNC,5,3,2,14,68,1180.8,3137.61,NA,0,,,
WND,7,3,2,16,45,5983.64,1197.97,NA,0,,,
WNE,7,3,2,13,45,1992.5,70.58,NA,8400,Lingering Insanity,65,Diamond
WNF,7,3,1,22,23,4654.67,21.83,NA,48112,Triple X,22,Silver
WNG,4,5,3,30,158,1252.01,3212.75,Westworld,0,,,
WOB,6,4,1,25,33,489.42,1974.25,Westworld,0,,,
WOC,4,3,2,18,79,1387.12,3227.67,Westworld,14760,Dopeheads on Mopeds,69,Silver
WOD,3,3,2,15,90,3475.75,1232.67,NA,0,,,
WOE,3,3,2,18,90,4284.15,1624.79,NA,0,,,
WOF,7,1,1,5,15,6022.67,8.11,NA,7818,The Box,100,Bronze
WOG,5,3,3,12,101,955.71,2659.85,Westworld,0,,,
WPB,6,3,2,17,56,420.92,2686,Westworld,0,,,
WPC,4,3,2,13,79,1409.22,3056.16,Westworld,27902,SMTH - Concord,95,Platinum
WPD,5,4,2,24,79,935.59,1257.55,Westworld,16040,Winter is Coming,83,Platinum
WPE,6,3,2,22,56,2021.43,487.21,NA,0,,,
WPF,1,4,1,26,66,2807.56,2726.44,NS,0,,,
WPG,5,3,2,20,68,808,1982.67,NA,41929,Valor,95,Diamond
WQB,5,2,2,11,56,851.5,2867.83,NA,16424,SMTH - HoYoverse,98,Bronze
WQC,1,3,2,20,113,3116,2208.33,NA,0,,,
WQD,3,5,2,29,120,2877.67,1317,NS,9412,BLACK STATUES,98,Diamond
WQE,5,3,2,12,68,2617.33,543.61,NS,25874,Imminent Apocalypse,96,Unranked
WQF,7,4,2,28,53,123.42,874.26,NA,0,,,
WQG,4,1,2,5,53,1498.92,2510.92,NA,7282,Luscious Dreams,65,Platinum
WRB,6,3,2,15,56,604.66,2978.54,NA,14633,SMTH - Hermit Sage,99,Bronze
WRC,1,3,2,21,113,3828.08,2576.67,Crypto,0,,,
WRD,4,2,2,8,66,5040,1298.33,NA,0,,,
WRE,3,4,2,27,105,1898.67,1942,NA,44762,Monarch Retardation,48,Platinum
WRF,7,3,1,19,23,3037.46,203.78,Westworld,6924,JFR,92,Unranked
WRG,6,1,2,5,38,660.11,2809.95,NA,0,,,
WSB,5,2,2,7,56,1129.31,2240.36,NA,0,,,
WSC,1,3,2,13,113,3093.33,2919,NS,27223,Stompers,97,Diamond
WSD,4,4,2,27,92,4683.66,1381.33,Crypto,0,,,
WSE,6,3,2,12,56,4774.96,399.19,NA,0,,,
WSF,7,4,1,25,26,3517.17,177.08,NA,1117,Ascension,51,Platinum
WSG,4,4,2,25,92,3126.33,961.67,NA,0,,,
WTB,6,3,2,24,56,725,1258.54,Westworld,0,,,
WTC,1,3,3,18,169,3236.17,2754.33,NA,13784,WarBirds,77,Diamond
WTD,5,3,2,17,68,5231.33,1388.38,NA,41768,Aces Elite,92,Platinum
WTE,6,2,2,8,47,5702.48,955.34,NA,0,,,
WTF,7,5,1,30,30,4330.23,159.92,NA,0,,,
WTG,6,4,2,25,66,5649,2892.33,NA,38761,Shadow Healers,70,Bronze
WUB,7,3,1,24,23,125.31,437.81,NA,18597,The Collective Resistance,94,Bronze
WUC,1,3,2,21,113,3213,3180.67,NA,0,,,
WUD,3,4,2,28,105,4290.33,1456.33,Crypto,7049,39th Street Healers,96,Platinum
WUE,5,2,1,7,28,1154.37,1046,NA,23188,Reign of Confusion,95,Unranked
WUF,6,1,2,5,38,2222.67,271.67,NA,0,,,
WUG,5,3,2,23,68,5316.47,2385.79,NA,937,Sport Club,101,Platinum
WVB,7,3,1,11,23,110.83,357.31,NA,18597,The Collective Resistance,94,Bronze
WVC,7,3,2,19,45,2465.64,212.67,NA,0,,,
WVD,3,4,2,29,105,1903.33,1500.33,NA,0,,,
WVE,1,1,2,5,75,2506,1807.34,NA,0,,,
WVF,7,4,1,28,26,5479.34,208.97,NA,22887,Resilience,99,Platinum
WVG,4,4,3,27,138,4772.21,2757.01,NA,0,,,
WWB,7,1,1,6,15,65,974.42,NA,0,,,
WWC,7,3,2,17,45,2077.67,184.66,NA,38668,Valhalla - Barna,94,Bronze
WWD,2,3,2,16,101,2627.67,1487.33,NA,0,,,
WWE,2,3,2,21,101,2239.01,2277.4,NA,0,,,
WWF,5,3,1,11,34,2099.75,748.82,NA,8076,Order Through Chaos,93,Diamond
WWG,4,3,2,11,79,4978.33,2704,NA,0,,,
WXB,5,2,2,8,56,973.67,2965.67,NA,0,,,
WXC,6,4,1,26,33,2565.51,406.44,NA,0,,,
WXD,4,3,2,15,79,4687.35,1548.67,Crypto,5431,[Redacted],59,Platinum
WXE,4,2,2,7,66,1511.71,1900.92,NA,0,,,
WXF,5,3,1,11,34,1465.67,618.76,NA,0,,,
WXG,4,1,2,5,53,4722.67,2530,NA,9517,OverWatch,79,Platinum
WYB,5,2,2,6,56,1062.33,2594.67,NA,39549,Good Guys,50,Gold
WYC,6,3,2,21,56,3810.33,431.06,NA,0,,,
WYD,3,3,2,18,90,4653,1568.33,NA,0,,,
WYE,4,4,2,26,92,1418.05,1785.37,NA,33097,Occultus,88,Platinum
WYF,5,3,1,21,34,2764,695.41,NA,0,,,
WYG,2,3,2,22,101,4193,2576.33,NA,21368,Escensio Incursus,99,Diamond
WZB,4,4,2,26,92,1358,2760,NA,10818,Lex Wolverines,88,Platinum
WZC,6,4,2,28,66,3868.33,522,NA,9100,The Black Hand,74,Platinum
WZD,2,3,2,24,101,4222.89,1624.99,Crypto,0,,,
WZE,1,3,2,20,113,3801.68,1966.33,NA,11747,Natural Selection II,98,Diamond
WZF,7,3,1,20,23,6012,125.39,NA,13343,The Defiant,33,Platinum
WZG,7,3,2,21,45,5979.52,2755.26,NA,0,,,
XAC,5,2,2,7,56,3872.67,600,Crypto,31412,Error [404],24,Silver
XAD,5,1,2,5,45,1188.98,1666.02,NA,0,,,
XAE,2,3,2,24,101,4144.66,1758,NA,0,,,
XAF,7,5,1,30,30,6079.19,915.27,NA,46708,The Revenant,95,Gold
XBA,5,2,2,10,56,1224,667.33,NA,8766,FLUX,100,Bronze
XBB,7,3,1,18,23,178.75,1231,NA,0,,,
XBC,5,3,2,14,68,3431.12,662,NA,0,,,
XBD,1,3,2,21,113,3750.33,1699.33,Crypto,9533,Natural Selection,100,Diamond
XBE,4,2,2,7,66,4702.11,1705.65,NA,0,,,
XBF,7,4,1,27,26,380.09,1366.75,JFK,0,,,
XBG,3,3,1,21,45,4563.42,3001.25,NA,6974,Onion Smugglers,98,Platinum
XCA,5,2,2,10,56,1083.33,794.66,NA,8766,FLUX,100,Bronze
XCB,7,4,1,26,26,51.75,1689.48,NA,8677,Mana,35,Platinum
XCC,5,2,1,6,28,3454.33,723.65,NA,0,,,
XCD,7,3,2,13,45,5973.33,1738.33,NA,0,,,
XCE,4,3,2,15,79,1366.29,1357.33,Westworld,30009,White Rabbits,97,Platinum
XCF,5,2,2,9,56,1004.33,2563.67,NA,0,,,
XCG,5,3,2,16,68,1300.67,714,NA,8062,Ruthless Reborn,82,Platinum
XDA,6,2,2,11,47,467,1177.37,Westworld,0,,,
XDB,6,3,1,23,28,525.01,1544.85,JFK,42685,WarDogs Outpost,39,Platinum
XDC,5,3,2,17,68,3064.3,783.15,NA,15644,New Sith Order,85,Platinum
XDD,1,3,2,18,113,2410.67,1772.67,NA,0,,,
XDE,6,3,2,20,56,5545.08,1255,NA,41768,Aces Elite,92,Platinum
XDF,2,4,1,25,59,3942.45,2080.52,NA,0,,,
XDG,5,3,2,14,68,1120.33,1060.18,NA,23188,Reign of Confusion,95,Unranked
XEA,5,2,2,7,56,1094.98,2008.33,NA,8468,Bloodbath and Beyond,93,Diamond
XEB,6,4,1,26,33,710.25,1552.17,NA,0,,,
XEC,4,3,2,23,79,3284.33,849.33,NA,9110,Siege,73,Platinum
XED,2,4,2,24,118,4217.34,1858.99,Crypto,16312,39th Street Killers X,98,Diamond
XEE,5,3,2,24,68,878.83,1612.67,Westworld,0,,,
XEF,1,3,3,15,169,2974.09,1781.58,NS,366,Evolution,98,Diamond
XFA,6,3,2,14,56,780,2234.67,NA,13851,Nuclear Therapy,98,Platinum
XFB,4,2,2,9,66,1370.11,2162.33,NA,0,,,
XFC,4,3,2,19,79,3416.67,878.67,NA,0,,,
XFD,3,3,2,13,90,1601.67,1896.33,NA,39756,Abusement Park,98,Platinum
XFE,1,3,2,11,113,2548.58,2031.94,NA,0,,,
XFF,1,3,1,22,56,3152.68,2025.79,NA,0,,,
XFG,7,4,1,24,26,3906.31,69.4,NA,0,,,
XGA,4,2,2,10,66,1290.09,2446.33,NA,0,,,
XGB,3,4,2,25,105,1859.15,2756.6,NA,36891,FLATLINE,88,Platinum
XGC,4,4,2,28,92,4192.33,914.33,Crypto,0,,,
XGD,1,4,2,27,131,3531,1946.34,Crypto,0,,,
XGE,3,4,2,28,105,1998.33,1368.34,NA,29865,WTF Ducks,97,Platinum
XGF,7,3,1,17,23,301.67,739,NA,0,,,
XGG,7,3,1,22,23,4171.05,254.7,NA,0,,,
XHA,3,3,2,21,90,1668.58,2730.53,Westworld,0,,,
XHB,3,3,2,17,90,1713.58,2393.33,NA,20465,SMTH - Phoenix Nirvana,100,Diamond
XHC,6,3,2,18,56,5571.28,965.33,NA,13665,PT-Penguins,86,Diamond
XHD,4,3,2,16,79,4971,1981.79,NA,0,,,
XHE,3,4,2,26,105,1751.01,1097.88,Westworld,26885,NPO - Valour,96,Bronze
XHF,6,3,2,11,56,529.78,851.83,NA,40774,Pennywise Clown Posse,91,Gold
XIA,5,3,2,14,68,1071.67,2940,NA,11522,Droogs,79,Unranked
XIB,3,3,2,11,90,1838.09,2198.34,NA,0,,,
XIC,6,5,2,29,75,5843.22,1038.43,NA,18090,REK&morty,12,Gold
XID,3,3,2,11,90,4394.33,2068.33,Crypto,8537,NNGO,95,Platinum
XIE,3,2,2,7,75,1706.62,1989.5,NA,0,,,
XIF,5,2,2,10,56,840.67,850,NA,36691,Rabid Chihuahuas,70,Bronze
XJA,7,2,2,10,38,173.83,2927.04,NA,30584,Disorderly Conduct,28,Platinum
XJB,5,2,2,7,56,2026.67,741.08,NA,8076,Order Through Chaos,93,Diamond
XJC,4,2,2,7,66,1535,1043.67,Westworld,0,,,
XJD,2,3,2,15,101,2071.33,2153.67,Westworld,8336,Monarch HQ,98,Diamond
XJE,2,3,2,20,101,2069.73,2420.85,NA,0,,,
XJF,4,3,2,23,79,3769.22,1056.89,NA,0,,,
XKA,7,3,1,18,23,18.67,2257.11,NA,0,,,
XKB,5,2,2,7,56,1136.02,2175.17,NA,8468,Bloodbath and Beyond,93,Diamond
XKC,6,3,2,11,56,5585,1094.81,NA,0,,,
XKD,2,3,2,19,101,2068,2239.67,NA,0,,,
XKE,2,3,2,21,101,4056.17,1459.31,NA,7049,39th Street Healers,96,Platinum
XKF,7,1,1,5,15,28.26,2918.46,NA,0,,,
XLA,7,3,1,23,23,213.55,2518.55,NA,0,,,
XLB,6,2,2,6,47,651.92,3000.33,NA,0,,,
XLC,3,5,2,30,120,2358,1213.36,NA,19,39th Street Killers,91,Diamond
XLD,4,5,2,29,105,4725.38,1972.06,NA,0,,,
XLE,6,3,2,21,56,2885,473.67,NA,0,,,
XLF,5,3,2,22,68,833.37,3090.06,NA,10741,SMTH - Trisolary,99,Bronze
XMA,7,3,1,21,23,303.33,1835.42,NA,37786,Halos Momentum,71,Platinum
XMB,7,3,2,13,45,195.89,3106.67,NA,0,,,
XMC,4,3,2,15,79,1486,1178.34,Westworld,12645,NPO - Endurance,97,Gold
XMD,5,1,2,5,45,5249.67,2378,NA,37450,Wargasm-DNA,53,Silver
XME,2,3,2,15,101,2416.33,1499.39,NA,0,,,
XMF,4,2,3,7,98,1459.26,2810.34,NA,16335,SMTH - November Chopin,97,Diamond
XNB,7,4,1,25,26,162.58,2184.5,NA,17055,Natural Born Killers,34,Platinum
XNC,4,2,2,8,66,1216.6,3128.17,NA,0,,,
XND,6,3,1,15,28,5739.33,1213.33,NA,0,,,
XNE,7,4,2,26,53,2119.33,115.33,NA,8400,Lingering Insanity,65,Diamond
XNF,7,3,1,14,23,4751.25,64.92,NA,48112,Triple X,22,Silver
XNG,4,3,2,13,79,1448.13,3143.89,NA,0,,,
XOB,6,3,2,18,56,451.1,3089.74,NA,0,,,
XOC,5,3,2,14,68,1124.67,3186.17,NA,15446,Druggies in Snuggies,100,Diamond
XOD,3,4,2,26,105,3621.97,1236.32,NA,0,,,
XOE,2,4,2,25,118,4219.46,1554.97,Crypto,0,,,
XOF,6,2,2,7,47,2623.75,477,NA,35776,IA Black,50,Platinum
XOG,7,2,3,9,56,325.69,3228.75,NA,0,,,
XPB,6,3,2,17,56,496.83,2730.33,Westworld,0,,,
XPC,4,3,2,17,79,1419.55,3007.78,NA,16335,SMTH - November Chopin,97,Diamond
XPD,3,3,2,24,90,2977.67,1265,Crypto,9412,BLACK STATUES,98,Diamond
XPE,6,2,2,8,47,2014.83,514.03,NA,0,,,
XPF,1,5,1,30,75,3030.95,2729.08,NS,0,,,
XPG,5,3,2,16,68,810.67,2032,NA,41929,Valor,95,Diamond
XQB,5,2,2,9,56,869.92,2830.08,NA,16424,SMTH - HoYoverse,98,Bronze
XQC,1,2,2,6,94,3480,2342,NS,0,,,
XQD,6,2,2,10,47,5777.67,1267.72,NA,16247,Capacity X,60,Platinum
XQF,7,4,1,28,26,116.79,959,NA,0,,,
XQG,4,1,2,5,53,1495,2497.9,NA,7282,Luscious Dreams,65,Platinum
XRB,6,3,2,14,56,694.17,2981.67,NA,14633,SMTH - Hermit Sage,99,Bronze
XRC,1,3,2,19,113,3792.34,2619.98,Crypto,0,,,
XRD,3,3,2,11,90,2641,1308,NA,0,,,
XRE,2,3,2,23,101,3668,1536,NA,0,,,
XRF,7,4,1,27,26,2852.25,51.38,NA,7652,Alley Cats,48,Platinum
XRG,6,1,2,5,38,672.89,2809.39,NA,0,,,
XSB,5,2,2,11,56,1115.91,2253.46,NA,0,,,
XSC,1,3,2,13,113,3061.32,2954.33,NA,27223,Stompers,97,Diamond
XSD,3,5,2,30,120,4483.67,1405.67,Crypto,0,,,
XSE,6,3,2,22,56,4715.67,420.62,NA,0,,,
XSF,7,4,1,26,26,3453.63,193.45,NA,1117,Ascension,51,Platinum
XSG,4,3,2,19,79,3195.16,958.17,NA,0,,,
XTB,7,3,2,17,45,351,546.33,NA,0,,,
XTC,1,5,3,30,225,3559.33,3318.67,NA,35507,The Nest,79,Gold
XTD,2,3,2,17,101,3115.33,1386.67,NS,42125,ODB,95,Diamond
XTE,5,4,2,26,79,5119,1212.79,NA,0,,,
XTF,7,4,1,28,26,4434.69,176.8,NA,0,,,
XTG,6,3,2,15,56,5538.67,2894,NA,9528,Fallen X,28,Gold
XUB,7,3,1,19,23,102.89,479.39,NA,18597,The Collective Resistance,94,Bronze
XUC,1,2,2,11,94,3109,3129.66,NA,0,,,
XUD,2,4,2,28,118,2424.7,1438.58,NA,9412,BLACK STATUES,98,Diamond
XUE,5,4,2,29,79,1121.5,1129.21,Westworld,23188,Reign of Confusion,95,Unranked
XUF,6,2,2,7,47,2185.67,305,NA,0,,,
XUG,3,3,2,23,90,4361.87,2385.55,NA,8938,Arcadia,90,Diamond
XVB,7,2,1,7,19,99.58,393.92,NA,18597,The Collective Resistance,94,Bronze
XVC,7,4,2,28,53,2349.31,212.54,NA,0,,,
XVD,2,3,2,13,101,2489.66,1460.67,NA,0,,,
XVE,1,5,3,30,225,2559.56,1837.04,NA,12094,Nuclear Fusion,79,Diamond
XVF,7,4,1,26,26,5415.67,219.58,NA,22887,Resilience,99,Platinum
XVG,4,3,2,14,79,4901.67,2574.33,NA,0,,,
XWB,7,3,1,17,23,58.75,1010.75,NA,0,,,
XWC,7,3,2,20,45,2163,193.33,NA,38668,Valhalla - Barna,94,Bronze
XWD,2,3,2,24,101,3350.55,1522,Crypto,0,,,
XWE,2,3,2,19,101,2159.17,2224.73,NA,0,,,
XWF,4,3,1,22,39,2258.17,846.09,NA,25874,Imminent Apocalypse,96,Unranked
XWG,5,5,2,29,90,5131.77,2764,Crypto,0,,,
XXB,5,2,2,6,56,998,2979.35,NA,0,,,
XXC,6,2,2,7,47,4650.67,351.67,NA,0,,,
XXD,2,3,2,21,101,2595.33,1531.67,NA,9357,AQUA-Neptune,84,Diamond
XXE,4,3,2,15,79,1532.33,2157.22,NA,0,,,
XXF,4,3,1,21,39,1750.45,942.67,NA,0,,,
XXG,4,3,3,24,118,4932.58,2564.05,NA,26154,The Rifle Medics,98,Unranked
XYB,5,2,2,9,56,1030.33,2594.67,NA,39549,Good Guys,50,Gold
XYC,6,3,2,22,56,3923.77,457.95,NA,0,,,
XYD,2,3,2,16,101,2112,1574.67,NA,0,,,
XYE,4,3,2,14,79,1504.42,1797.29,NA,8384,Savage Plague,67,Platinum
XYF,4,3,1,12,39,2877.74,823.93,NA,0,,,
XYG,2,2,2,10,84,4148.72,2459.22,NA,10566,The Rifle Company,56,Platinum
XZB,4,3,2,22,79,1485,2647.67,NA,30820,Wolverines Resurrected,90,Platinum
XZC,6,3,2,21,56,3943.33,519.67,NA,9100,The Black Hand,74,Platinum
XZD,6,3,2,22,56,5632.67,1633.2,NA,0,,,
XZE,1,3,2,15,113,3829.15,1932,NA,11747,Natural Selection II,98,Diamond
XZF,7,3,1,22,23,6146.66,155.48,NA,13343,The Defiant,33,Platinum
XZG,7,2,1,8,19,5963.9,2800.8,NA,0,,,
YAB,4,2,2,6,66,1226.17,2470.67,NA,0,,,
YAC,5,3,2,13,68,3850,602.66,Crypto,31412,Error [404],24,Silver
YAD,7,3,2,19,45,6083.49,1685.06,NA,45415,PT-SunnyVale,36,Platinum
YAE,2,4,2,28,118,4143.58,1826.92,Crypto,0,,,
YAF,7,2,1,10,19,5936.78,456.46,NA,18090,REK&morty,12,Gold
YAG,4,5,2,30,105,4789.11,2926.67,Crypto,0,,,
YBA,5,3,2,15,68,1381,665,NA,8062,Ruthless Reborn,82,Platinum
YBB,7,3,1,16,23,223.33,1291.75,NA,0,,,
YBC,5,2,2,11,56,5410.4,649.66,NA,0,,,
YBD,1,3,2,19,113,3841.33,1702.33,NA,9533,Natural Selection,100,Diamond
YBE,4,2,2,6,66,4685.8,1725.53,NA,0,,,
YBF,6,4,1,26,33,426.15,1342.72,JFK,0,,,
YCA,5,2,1,8,28,1427.33,798.67,NA,10296,Retaliation,67,Platinum
YCB,7,3,1,23,23,134.11,1540.05,Westworld,8677,Mana,35,Platinum
YCD,1,3,2,15,113,3211.4,1734.67,NS,0,,,
YCE,4,4,2,27,92,1358.33,1294.25,Westworld,30009,White Rabbits,97,Platinum
YCF,5,2,2,8,56,1063.33,2563.67,NA,0,,,
YCG,5,3,2,16,68,1431.33,745.67,Westworld,8062,Ruthless Reborn,82,Platinum
YDA,6,3,2,13,56,591.33,1178.06,Westworld,0,,,
YDB,6,4,1,27,33,495.83,1591.76,JFK,48912,BLOODLINE,99,Bronze
YDC,5,3,2,23,68,3125.34,792.67,NA,15644,New Sith Order,85,Platinum
YDD,2,3,2,20,101,3950.33,1775.67,NA,0,,,
YDE,6,4,2,27,66,5607.68,1295.92,NA,40420,Too Sober for this Shit,99,Platinum
YDF,1,3,2,24,113,3692.33,2093,Crypto,11581,Natural Selection III,94,Diamond
YDG,5,3,2,18,68,1116.95,1136.78,Westworld,23188,Reign of Confusion,95,Unranked
YEA,5,3,2,19,68,940.67,2057.33,NA,41929,Valor,95,Diamond
YEB,4,4,2,26,92,1516.45,2415.03,Westworld,0,,,
YEC,6,3,2,16,56,5517.67,824.33,NA,13665,PT-Penguins,86,Diamond
YED,2,3,2,11,101,2203.33,1828.33,NA,10739,The Next Level - Forge,85,Diamond
YEE,5,3,2,17,68,847.08,1751.49,Westworld,0,,,
YEF,1,1,1,5,38,2968.95,1876.33,NA,0,,,
YFA,5,4,2,28,79,997.01,2217.38,Westworld,36693,S.W.A.T Academy,44,Platinum
YFB,4,3,2,18,79,1338.75,2125,NA,0,,,
YFC,4,3,2,15,79,3984,875,NA,0,,,
YFD,1,2,2,8,94,3768.66,1885.67,NA,0,,,
YFE,1,4,2,24,131,2487.84,1997.38,NA,0,,,
YFG,7,3,1,23,23,3771.91,25.07,NA,0,,,
YGA,4,3,2,21,79,1443.31,2497.33,NA,0,,,
YGB,3,3,2,23,90,1641.89,2624.33,Westworld,30820,Wolverines Resurrected,90,Platinum
YGC,4,1,1,5,26,4179.67,902,NA,0,,,
YGD,5,4,2,26,79,5081,1960.66,Crypto,0,,,
YGE,3,5,2,30,120,1942.5,1400.71,NA,29865,WTF Ducks,97,Platinum
YGF,7,3,2,14,45,341,803.33,Westworld,0,,,
